Algorithm,DOI,Authors,Number of Authors,Title,Year,URL,Algorithm Name,Time Complexity Class
Brute force algorithm,10.1016/0166-218X(92)90031-5,"['Heikki Mannila', 'Kari-Jouko Räihä']",2,['On the complexity of inferring functional dependencies'],1992.0,https://linkinghub.elsevier.com/retrieve/pii/0166218X92900315,Brute force algorithm,8.0
Liu,10.1016/0950-5849(92)90028-N,['W.-Y. Liu'],1,['Method to determine existence of perfect BCNF decomposition'],1992.0,https://linkinghub.elsevier.com/retrieve/pii/095058499290028N,Liu,6.0
Catriel Beeri Ronald Fagin John H. Howard,10.1145/509404.509414,"['Catriel Beeri', 'Ronald Fagin', 'John H. Howard']",3,['A complete axiomatization for functional and multivalued dependencies in database relations'],1977.0,http://portal.acm.org/citation.cfm?doid=509404.509414,Catriel Beeri Ronald Fagin John H. Howard,8.0
Chen; I. Kanj; and W. Jia.,10.1016/j.tcs.2010.06.026,"['Jianer Chen', 'Iyad A. Kanj', 'Ge Xia']",3,['Improved upper bounds for vertex cover'],2010.0,https://linkinghub.elsevier.com/retrieve/pii/S0304397510003609,Chen; I. Kanj; and W. Jia.,8.0
Chen; I. Kanj; and W. Jia.,10.1016/j.tcs.2010.06.026,"['Jianer Chen', 'Iyad A. Kanj', 'Ge Xia']",3,['Improved upper bounds for vertex cover'],2010.0,https://linkinghub.elsevier.com/retrieve/pii/S0304397510003609,Chen; I. Kanj; and W. Jia.,8.0
J. Chen; L. Liu; and W. Jia.,10.1002/1097-0037(200007)35:4%3C253::AID-NET3%3E3.0.CO;2-K,"['Jianer Chen', 'Lihua Liu', 'Weijia Jia']",3,['Improvement on vertex cover for low-degree graphs'],2000.0,https://onlinelibrary.wiley.com/doi/10.1002/1097-0037(200007)35:4<253::AID-NET3>3.0.CO;2-K,J. Chen; L. Liu; and W. Jia.,8.0
Papadimitriou and M Yannakakis,10.1006/jcss.1996.0058,"['Christos H. Papadimitriou', 'Mihalis Yannakakis']",2,['On Limited Nondeterminism and the Complexity of the V-C Dimension'],1996.0,https://linkinghub.elsevier.com/retrieve/pii/S0022000096900586,Papadimitriou and M Yannakakis,8.0
Earley parser,10.1145/362007.362035,['Jay Earley'],1,['An efficient context-free parsing algorithm'],1970.0,https://dl.acm.org/doi/10.1145/362007.362035,Earley parser,6.0
GLR parser,10.1007%2F978-3-662-21545-6_18,['Bernard Lang'],1,['Deterministic Techniques for Efficient Non-Deterministic Parsers'],1974.0,http://link.springer.com/10.1007/978-3-662-21545-6_18,GLR parser,6.0
The Algorithm of Park; Chen; and Yu (PCY),10.1145/568271.223813,"['Jong Soo Park', 'Ming-Syan Chen', 'Philip S. Yu']",3,['An effective hash-based algorithm for mining association rules'],1995.0,https://dl.acm.org/doi/10.1145/568271.223813,The Algorithm of Park; Chen; and Yu (PCY),5.0
Gupta; Verdu,10.1109/TIT.2009.2016040,"['Ankit Gupta', 'Sergio Verdu']",2,['Nonlinear Sparse-Graph Codes for Lossy Compression'],2009.0,http://ieeexplore.ieee.org/document/4839023/,Gupta; Verdu,5.03
Discrete Cosine Transform,10.1109%2FT-C.1974.223784,"['N. Ahmed', 'T. Natarajan', 'K.R. Rao']",3,['Discrete Cosine Transform'],1974.0,http://ieeexplore.ieee.org/document/1672377/,Discrete Cosine Transform,5.0
Maneva and M. J. Wainwright,10.1109/ISIT.2005.1523592,"['M.J. Wainwright', 'E. Maneva']",2,['Lossy source encoding via message-passing and decimation over generalized codewords of LDGM codes'],2005.0,http://ieeexplore.ieee.org/document/1523592/,Maneva and M. J. Wainwright,5.0
Matsunaga; Yamamoto,10.1109/TIT.2003.815805,"['Y. Matsunaga', 'H. Yamamoto']",2,['A coding theorem for lossy data compression by LDPC codes'],2003.0,http://ieeexplore.ieee.org/document/1226608/,Matsunaga; Yamamoto,8.0
Sun; M. Shao; J. Chen; K. Wong; and X. Wu,10.1109/TCOMM.2010.06.090203,"['Zhibin Sun', 'Mingkai Shao', 'Jun Chen', 'Kon Wong', 'Xiaolin Wu']",5,['Achieving the rate-distortion bound with low-density generator matrix codes'],2010.0,http://ieeexplore.ieee.org/document/5474629/,Sun; M. Shao; J. Chen; K. Wong; and X. Wu,8.0
Miyake 2006,10.1109/ISIT.2006.261726,['Shigeki Miyake'],1,['Lossy Data Compression over Zq by LDPC Code'],2006.0,http://ieeexplore.ieee.org/document/4036076/,Miyake 2006,8.0
Jalali and T. Weissman,10.1109/ciss.2008.4558567,"['Shirin Jalali', 'Tsachy Weissman']",2,['Near optimal lossy source coding and compression-based denoising via Markov chain Monte Carlo'],2008.0,https://ieeexplore.ieee.org/document/4558567/,Jalali and T. Weissman,3.0
Jalali; A. Montanari; and T. Weissman,10.1109/tit.2010.2040889,"['Shirin Jalali', 'Sergio Verdu', 'Tsachy Weissman']",3,['A Universal Scheme for Wyner–Ziv Coding of Discrete Sources'],2010.0,http://ieeexplore.ieee.org/document/5437417/,Jalali; A. Montanari; and T. Weissman,3.0
Berlekamp's algorithm,10.1002/j.1538-7305.1967.tb03174.x,['E. R. Berlekamp'],1,['Factoring Polynomials Over Finite Fields'],1967.0,https://ieeexplore.ieee.org/document/6768643,Berlekamp's algorithm,6.01
Victor Shoup's algorithm,10.1016/0020-0190(90)90195-4,['Victor Shoup'],1,['On the deterministic complexity of factoring polynomials over finite fields'],1990.0,https://linkinghub.elsevier.com/retrieve/pii/0020019090901954,Victor Shoup's algorithm,5.0
Irving's Algorithm,10.1016/0196-6774(85)90033-1,['Robert W Irving'],1,['An efficient algorithm for the “stable roommates” problem'],1985.0,https://linkinghub.elsevier.com/retrieve/pii/0196677485900331,Irving's Algorithm,5.0
Manlove; Malley,10.1007/s10601-022-09335-y,"['Ágnes Cseh', 'Guillaume Escamocher', 'Begüm Genç', 'Luis Quesada']",4,['A collection of Constraint Programming models for the three-dimensional stable matching problem with cyclic preferences'],2022.0,https://link.springer.com/10.1007/s10601-022-09335-y,Manlove; Malley,5.0
Hentenryck et. al.,10.1016/0004-3702(92)90020-X,"['Pascal Van Hentenryck', 'Yves Deville', 'Choh-Man Teng']",3,['A generic arc-consistency algorithm and its specializations'],1992.0,https://linkinghub.elsevier.com/retrieve/pii/000437029290020X,Hentenryck et. al.,6.0
Gent; I.P.; Irving; R.W.; Manlove; D.F.; Prosser; P.; Smith; B.M.,10.1007/3-540-45578-7_16,"['Ian P. Gent', 'Robert W. Irving', 'David F. Manlove', 'Patrick Prosser', 'Barbara M. Smith']",5,['A Constraint Programming Approach to the Stable Marriage Problem'],2001.0,http://link.springer.com/10.1007/3-540-45578-7_16,Gent; I.P.; Irving; R.W.; Manlove; D.F.; Prosser; P.; Smith; B.M.,5.0
Patrick Posser,10.1007%2F978-3-319-07046-9_2,['Patrick Prosser'],1,['Stable Roommates and Constraint Programming'],2014.0,http://link.springer.com/10.1007/978-3-319-07046-9_2,Patrick Posser,6.0
S. S. TSENG and R. C. T. LEE,10.1007/bf02136029,"['S. S. Tseng', 'R. C. T. Lee']",2,['A parallel algorithm to solve the stable marriage problem'],1984.0,http://link.springer.com/10.1007/BF02136029,S. S. TSENG and R. C. T. LEE,5.0
Ioannidou; Kyriaki; Mertzios; George B.; Nikolopoulos; Stavros D.,10.1007/s00453-010-9411-3,"['Kyriaki Ioannidou', 'George B. Mertzios', 'Stavros D. Nikolopoulos']",3,['The Longest Path Problem has a Polynomial Solution on Interval Graphs'],2010.0,http://link.springer.com/10.1007/s00453-010-9411-3,Ioannidou; Kyriaki; Mertzios; George B.; Nikolopoulos; Stavros D.,7.0
Ukkonen,10.1007/bf01206331,['E. Ukkonen'],1,['On-line construction of suffix trees'],1995.0,http://link.springer.com/10.1007/BF01206331,Ukkonen,3.0
Ukkonen and D. Wood,10.1007/BF01769703,"['Esko Ukkonen', 'Derick Wood']",2,['Approximate string matching with suffix automata'],1993.0,http://link.springer.com/10.1007/BF01769703,Ukkonen and D. Wood,5.0
Hariharan,10.1006/jcss.1997.1496,['Ramesh Hariharan'],1,['Optimal Parallel Suffix Tree Construction'],1997.0,https://linkinghub.elsevier.com/retrieve/pii/S0022000097914963,Hariharan,2.03
Farach,10.1007/3-540-61440-0,"['Friedhelm Meyer', 'Burkhard Monien']",2,"['Automata, Languages and Programming']",2012.0,http://link.springer.com/10.1007/3-540-61440-0,Farach,2.0
Gupta & Sarawagi CRF,10.14778/1687627.1687661,"['Rahul Gupta', 'Sunita Sarawagi']",2,['Answering table augmentation queries from unstructured lists on the web'],2009.0,https://dl.acm.org/doi/10.14778/1687627.1687661,Gupta & Sarawagi CRF,6.5
Bellare Active Learning,10.1145/2339530.2339707,"['Kedar Bellare', 'Suresh Iyengar', 'Aditya G. Parameswaran', 'Vibhor Rastogi']",4,['Active sampling for entity matching'],2012.0,https://dl.acm.org/doi/10.1145/2339530.2339707,Bellare Active Learning,5.01
Ananthakrishna,10.1016/B978-155860869-6/50058-5,"['Rohit Ananthakrishna', 'Surajit Chaudhuri', 'Venkatesh Ganti']",3,['Eliminating Fuzzy Duplicates in Data Warehouses'],2002.0,https://linkinghub.elsevier.com/retrieve/pii/B9781558608696500585,Ananthakrishna,5.5
BOYS algorithm,10.1016/0167-9473(93)90116-B,['Yasar Yesilcay'],1,['The BOYS algorithm for determining optimum matching rules'],1993.0,https://linkinghub.elsevier.com/retrieve/pii/016794739390116B,BOYS algorithm,5.5
Manacher,10.1145%2F321892.321896,['Glenn Manacher'],1,"[""A New Linear-Time ``On-Line'' Algorithm for Finding the Smallest Initial Palindrome of a String""]",1975.0,https://dl.acm.org/doi/10.1145/321892.321896,Manacher,3.0
Jeuring,10.1007%2FBF01182773,['Johan Jeuring'],1,"['The derivation of on-line algorithms, with an application to finding palindromes']",1994.0,http://link.springer.com/10.1007/BF01182773,Jeuring,3.0
Demand-Driven Register Allocation,10.1145/236114.236117,"['Todd A. Proebsting', 'Charles N. Fischer']",2,['Demand-driven register allocation'],1996.0,https://dl.acm.org/doi/10.1145/236114.236117,Demand-Driven Register Allocation,5.0
Babai and Luks,10.1145/800061.808746,"['László Babai', 'Eugene M. Luks']",2,['Canonical labeling of graphs'],1983.0,http://portal.acm.org/citation.cfm?doid=800061.808746,Babai and Luks,8.0
Babai,10.1137/0209018,['László Babai'],1,['On the Complexity of Canonical Labeling of Strongly Regular Graphs'],1980.0,http://epubs.siam.org/doi/10.1137/0209018,Babai,8.0
Babai,10.1137/0209018,['László Babai'],1,['On the Complexity of Canonical Labeling of Strongly Regular Graphs'],1980.0,http://epubs.siam.org/doi/10.1137/0209018,Babai,7.5
Schmidt & Druffel,10.1145/321958.321963,"['Douglas C. Schmidt', 'Larry E. Druffel']",2,['A Fast Backtracking Algorithm to Test Directed Graphs for Isomorphism Using Distance Matrices'],1976.0,https://dl.acm.org/doi/10.1145/321958.321963,Schmidt & Druffel,8.0
Muzychuk,10.1112/S0024611503014412,['M. Muzychuk'],1,['A solution of the isomorphism problem for circulant graphs'],2004.0,http://doi.wiley.com/10.1112/S0024611503014412,Muzychuk,5.0
Bodlaender,10.1016/0196-6774(90)90013-5,['Hans L Bodlaender'],1,['Polynomial algorithms for graph isomorphism and chromatic index on partial k-trees'],1990.0,https://linkinghub.elsevier.com/retrieve/pii/0196677490900135,Bodlaender,7.0
Babai & Codenotti,10.1109/focs.2008.80,"['Laszlo Babai', 'Paolo Codenotti']",2,['Isomorhism of Hypergraphs of Low Rank in Moderately Exponential Time'],2008.0,http://ieeexplore.ieee.org/document/4690999/,Babai & Codenotti,8.0
Sorted Neighborhood Algorithm (SNA),10.1023/A:1009761603038,"['Mauricio A. Hernández', 'Salvatore J. Stolfo']",2,[],1998.0,http://link.springer.com/10.1023/A:1009761603038,Sorted Neighborhood Algorithm (SNA),5.0
Adaptive Duplicate Detection Algorithm (ADD),10.1145/956750.956759,"['Mikhail Bilenko', 'Raymond J. Mooney']",2,['Adaptive duplicate detection using learnable string similarity measures'],2003.0,https://dl.acm.org/doi/10.1145/956750.956759,Adaptive Duplicate Detection Algorithm (ADD),6.0
B.I. Kvasov,10.1134/S0965542508040039,['B. I. Kvasov'],1,['Construction of hyperbolic interpolation splines'],2008.0,http://link.springer.com/10.1134/S0965542508040039,B.I. Kvasov,6.0
"P. Costantini, B. I. Kvasov, and C. Manni",10.1023/A:1018988312596,"['Paolo Costantini', 'Boris I. Kvasov', 'Carla Manni']",3,[],1999.0,http://link.springer.com/10.1023/A:1018988312596,"P. Costantini, B. I. Kvasov, and C. Manni",7.0
B. I. Kvasov,10.1023/a:1011818621589,['Boris I. Kvasov'],1,[],2001.0,http://link.springer.com/10.1023/A:1011818621589,B. I. Kvasov,7.0
ECK M.; DEROSE T.; DUCHAMP T.; 1995,10.1145/218380.218440,"['Matthias Eck', 'Tony DeRose', 'Tom Duchamp', 'Hugues Hoppe', 'Michael Lounsbery', 'Werner Stuetzle']",6,['Multiresolution analysis of arbitrary meshes'],1995.0,http://portal.acm.org/citation.cfm?doid=218380.218440,ECK M.; DEROSE T.; DUCHAMP T.; 1995,5.0
FLOATER 1997,10.1016/j.advengsoft.2023.103478,"['Zhenbiao Guo', 'Hailiang Su', 'Xinqing Li', 'Yingjun Wang']",4,['Multi-resolution topology optimization using B-spline to represent the density field'],2023.0,https://linkinghub.elsevier.com/retrieve/pii/S0965997823000698,FLOATER 1997,5.0
FLOATER 2003,10.1090/s0025-5718-00-01273-4,"['Harald Niederreiter', 'Igor Shparlinski']",2,['On the distribution of inversive congruential pseudorandom numbers in parts of the period'],2000.0,https://www.ams.org/mcom/2001-70-236/S0025-5718-00-01273-4/,FLOATER 2003,5.0
LEE Y.; KIM H. S.; LEE S 2002,10.1016/S0097-8493(02)00123-1,"['Yunjin Lee', 'Hyoung Seok Kim', 'Seungyong Lee']",3,['Mesh parameterization with a virtual boundary'],2002.0,https://linkinghub.elsevier.com/retrieve/pii/S0097849302001231,LEE Y.; KIM H. S.; LEE S 2002,4.02
DESBRUN M.; MEYER M.; ALLIEZ P. 2002,10.1145/566654.566588,"['Pierre Alliez', 'Mark Meyer', 'Mathieu Desbrun']",3,['Interactive geometry remeshing'],2002.0,https://dl.acm.org/doi/10.1145/566654.566588,DESBRUN M.; MEYER M.; ALLIEZ P. 2002,5.0
KARNI Z.; GOTSMAN C.; GORTLER S. J. 2005,10.1109/smi.2005.22,"['Z. Kami', 'C. Gotsman', 'S.J. Gortler']",3,['Free-boundary linear parameterization of 3D meshes in the presence of constraints'],2006.0,http://ieeexplore.ieee.org/document/1563232/,KARNI Z.; GOTSMAN C.; GORTLER S. J. 2005,5.0
SHEFFER A.; DE STURLER E. 2000,10.1007/PL00013391,"['A. Sheffer', 'E. de Sturler']",2,['Parameterization of Faceted Surfaces for Meshing using Angle-Based Flattening'],2001.0,http://link.springer.com/10.1007/PL00013391,SHEFFER A.; DE STURLER E. 2000,5.0
SANDER P. V.; SNYDER J.; GORTER S. J.; HOPPE 2001,10.1145/383259.383307,"['Pedro V. Sander', 'John Snyder', 'Steven J. Gortler', 'Hugues Hoppe']",4,['Texture mapping progressive meshes'],2001.0,https://dl.acm.org/doi/10.1145/383259.383307,SANDER P. V.; SNYDER J.; GORTER S. J.; HOPPE 2001,5.0
CHEN Z. G.; LIU L. G.; ZHANG Z. Y.; WANG G. J. 2007,10.1145/1236246.1236287,"['Zhonggui Chen', 'Ligang Liu', 'Zhengyue Zhang', 'Guojin Wang']",4,['Surface parameterization via aligning optimal local flattening'],2007.0,https://dl.acm.org/doi/10.1145/1236246.1236287,CHEN Z. G.; LIU L. G.; ZHANG Z. Y.; WANG G. J. 2007,5.0
SPRINGBORN B.; SCHROEDER P.; PINKALL U. 2008,10.1145/1399504.1360676,"['Boris Springborn', 'Peter Schröder', 'Ulrich Pinkall']",3,['Conformal equivalence of triangle meshes'],2008.0,https://dl.acm.org/doi/10.1145/1399504.1360676,SPRINGBORN B.; SCHROEDER P.; PINKALL U. 2008,4.01
EM with Quasi-Newton Methods (Jamshidian; Mortaza; Jennrich; Robert I.),10.1111/1467-9868.00083,"['Mortaza Jamshidian', 'Robert I. Jennrich']",2,['Acceleration of the EM Algorithm by using Quasi-Newton Methods'],1997.0,https://academic.oup.com/jrsssb/article/59/3/569/7083073,EM with Quasi-Newton Methods (Jamshidian; Mortaza; Jennrich; Robert I.),5.03
Parameter-expanded expectation maximization (PX-EM),10.1093/biomet/85.4.755,['C Liu'],1,['Parameter expansion to accelerate EM: the PX-EM algorithm'],1998.0,https://academic.oup.com/biomet/article-lookup/doi/10.1093/biomet/85.4.755,Parameter-expanded expectation maximization (PX-EM),6.0
Expectation conditional maximization (ECM),10.1093/biomet/80.2.267,"['XIAO-LI MENG', 'DONALD B. RUBIN']",2,['Maximum likelihood estimation via the ECM algorithm: A general framework'],1993.0,https://academic.oup.com/biomet/article-lookup/doi/10.1093/biomet/80.2.267,Expectation conditional maximization (ECM),5.01
Expectation conditional maximization (ECM),10.1093/biomet/80.2.267,"['XIAO-LI MENG', 'DONALD B. RUBIN']",2,['Maximum likelihood estimation via the ECM algorithm: A general framework'],1993.0,https://academic.oup.com/biomet/article-lookup/doi/10.1093/biomet/80.2.267,Expectation conditional maximization (ECM),6.0
"alpha-HMM (Matsuyama, Yasuo)",10.1109/TSP.2017.2692724,['Yasuo Matsuyama'],1,['The Alpha-HMM Estimation Algorithm: Prior Cycle Guides Fast Paths'],2017.0,http://ieeexplore.ieee.org/document/7895145/,"alpha-HMM (Matsuyama, Yasuo)",5.02
Kushner non-linear filter,10.1109/TAC.1967.1098671,['H. Kushner'],1,['Approximations to optimal nonlinear filters'],1967.0,http://ieeexplore.ieee.org/document/1098671/,Kushner non-linear filter,6.0
Zakai,10.1007/BF00536382,['Moshe Zakai'],1,['On the optimal filtering of diffusion processes'],1969.0,http://link.springer.com/10.1007/BF00536382,Zakai,6.0
Del Moral; Pierre,10.1214/aoap/1028903535,['P. Del Moral'],1,['Measure-valued processes and interacting particle systems. Application to nonlinear filtering problems'],1998.0,https://projecteuclid.org/journals/annals-of-applied-probability/volume-8/issue-2/Measure-valued-processes-and-interacting-particle-systems-Application-to-nonlinear/10.1214/aoap/1028903535.full,Del Moral; Pierre,5.0
Ocone,10.1007/978-1-4612-1784-8_28,['Daniel Ocone'],1,['Entropy Inequalities and Entropy Dynamics in Nonlinear Filtering of Diffusion Processes'],1999.0,http://link.springer.com/10.1007/978-1-4612-1784-8_28,Ocone,5.0
Howard Policy Iteration (PI),10.1287/msom.2022.1149,"['Collin Drent', 'Melvin Drent', 'Joachim Arts', 'Stella Kapodistria']",4,['Real-Time Integrated Learning and Decision Making for Cumulative Shock Degradation'],2023.0,https://pubsonline.informs.org/doi/10.1287/msom.2022.1149,Howard Policy Iteration (PI),6.0
Integer linear program Vazirani,10.1007/978-3-662-04565-7_13,['Vijay V. Vazirani'],1,['Set Cover via Dual Fitting'],2003.0,http://link.springer.com/10.1007/978-3-662-04565-7_13,Integer linear program Vazirani,5.0
Greedy Algorithm,10.1145/237814.237991,['Petr Slavík'],1,['A tight analysis of the greedy algorithm for set cover'],1996.0,http://portal.acm.org/citation.cfm?doid=237814.237991,Greedy Algorithm,6.01
Lund & Yannakakis,10.1145%2F185675.306789,"['Carsten Lund', 'Mihalis Yannakakis']",2,['On the hardness of approximating minimization problems'],1994.0,https://dl.acm.org/doi/10.1145/185675.306789,Lund & Yannakakis,8.0
Feige,10.1145/237814.237977,['Uriel Feige'],1,['A threshold of ln <i>n</i> for approximating set cover (preliminary version)'],1996.0,http://portal.acm.org/citation.cfm?doid=237814.237977,Feige,8.0
Raz & Safra,10.1145/258533.258641,"['Ran Raz', 'Shmuel Safra']",2,"['A sub-constant error-probability low-degree test, and a sub-constant error-probability PCP characterization of NP']",1997.0,http://portal.acm.org/citation.cfm?doid=258533.258641,Raz & Safra,6.03
Helden Oligo-Analysis,10.1006/jmbi.1998.1947,"['J. van Helden', 'B. André', 'J. Collado-Vides']",3,['Extracting regulatory sites from the upstream region of yeast genes by computational analysis of oligonucleotide frequencies 1 1Edited by G. von Heijne'],1998.0,https://linkinghub.elsevier.com/retrieve/pii/S0022283698919477,Helden Oligo-Analysis,3.0
van Helden J; Rios AF; Collado-Vides J,10.1093/nar/28.8.1808,['J. v. Helden'],1,['Discovering regulatory elements in non-coding sequences by analysis of spaced dyads'],2000.0,https://academic.oup.com/nar/article-lookup/doi/10.1093/nar/28.8.1808,van Helden J; Rios AF; Collado-Vides J,3.0
Bailey TL; Elkan C MEME,10.1007/BF00993379,"['Timothy L. Bailey', 'Charles Elkan']",2,['Unsupervised learning of multiple motifs in biopolymers using expectation maximization'],1995.0,http://link.springer.com/10.1007/BF00993379,Bailey TL; Elkan C MEME,5.0
Sagot M,10.1007/BFb0054337,['Marie -France Sagot'],1,['Spelling approximate repeated or common motifs using a suffix tree'],1998.0,http://link.springer.com/10.1007/BFb0054337,Sagot M,4.225
Liang Cwinnower,10.1142/S0219720004000466,"['S. LIANG', 'M. P. SAMANTA', 'B. A. BIEGEL']",3,['cWINNOWER ALGORITHM FOR FINDING FUZZY DNA MOTIFS'],2004.0,https://www.worldscientific.com/doi/abs/10.1142/S0219720004000466,Liang Cwinnower,2.75
Kingsford,10.1007/11780441_22,"['Carl Kingsford', 'Elena Zaslavsky', 'Mona Singh']",3,['A Compact Mathematical Programming Formulation for DNA Motif Finding'],2006.0,http://link.springer.com/10.1007/11780441_22,Kingsford,3.0
The INDEGREE Algorithm,10.1017/nws.2016.21,['SEBASTIANO VIGNA'],1,['Spectral ranking'],2016.0,https://www.cambridge.org/core/product/identifier/S2050124216000217/type/journal_article,The INDEGREE Algorithm,6.0
The (Hyperlink-Induced Topic Search) HITS Algorithm,10.1145/324133.324140,['Jon M. Kleinberg'],1,['Authoritative sources in a hyperlinked environment'],1999.0,https://dl.acm.org/doi/10.1145/324133.324140,The (Hyperlink-Induced Topic Search) HITS Algorithm,5.0
The (Stochastic Approach for Link Structure Analysis) SALSA Algorithm,10.1145/382979.383041,"['R. Lempel', 'S. Moran']",2,['SALSA'],2001.0,https://dl.acm.org/doi/10.1145/382979.383041,The (Stochastic Approach for Link Structure Analysis) SALSA Algorithm,7.0
Randomized HITS,10.1145/383952.384003,"['Andrew Y. Ng', 'Alice X. Zheng', 'Michael I. Jordan']",3,['Stable algorithms for link analysis'],2001.0,https://dl.acm.org/doi/10.1145/383952.384003,Randomized HITS,6.01
PHITS Coheng Chan,10.1007/s10817-022-09658-8,"['Emre Yolcu', 'Scott Aaronson', 'Marijn J. H. Heule']",3,['An Automated Approach to the Collatz Conjecture'],2023.0,https://link.springer.com/10.1007/s10817-022-09658-8,PHITS Coheng Chan,6.0
Haveliwala,10.1145/511446.511513,['Taher H. Haveliwala'],1,['Topic-sensitive PageRank'],2002.0,https://dl.acm.org/doi/10.1145/511446.511513,Haveliwala,6.0
Jeh and Widom,10.1145/775152.775191,"['Glen Jeh', 'Jennifer Widom']",2,['Scaling personalized web search'],2003.0,http://portal.acm.org/citation.cfm?doid=775152.775191,Jeh and Widom,6.0
Tomlin,10.1145/775152.775202,['John A. Tomlin'],1,['A new paradigm for ranking pages on the world wide web'],2003.0,http://portal.acm.org/citation.cfm?doid=775152.775202,Tomlin,6.0
Achlioptas,10.1109/sfcs.2001.959926,"['D. Achlioptas', 'A. Fiat', 'A.R. Karlin', 'F. McSherry']",4,['Web search via hub synthesis'],2001.0,https://ieeexplore.ieee.org/document/959926/,Achlioptas,6.0
Tushar Deepak Chandra and Sam Toueg,10.1145/226643.226647,"['Tushar Deepak Chandra', 'Sam Toueg']",2,['Unreliable failure detectors for reliable distributed systems'],1996.0,https://dl.acm.org/doi/10.1145/226643.226647,Tushar Deepak Chandra and Sam Toueg,3.0
Ray casting algorithm Shimrat; M,10.1145/368637.368653,['M. Shimrat'],1,['Algorithm 112: Position of point relative to polygon'],1962.0,https://dl.acm.org/doi/10.1145/368637.368653,Ray casting algorithm Shimrat; M,3.0
Nordbeck and Rystedt (Grid Method),10.1007/BF01934125,"['Stig Nordbeck', 'Bengt Rystedt']",2,['Computer cartography point-in-polygon programs'],1967.0,http://link.springer.com/10.1007/BF01934125,Nordbeck and Rystedt (Grid Method),3.0
Salomon (Swath Method),10.1016/0098-3004(78)90085-7,['Kenneth B. Salomon'],1,['An efficient point-in-polygon algorithm'],1978.0,https://linkinghub.elsevier.com/retrieve/pii/0098300478900857,Salomon (Swath Method),4.0
Nordbeck and Rystedt (Sum of area),10.1007/BF01934125,"['Stig Nordbeck', 'Bengt Rystedt']",2,['Computer cartography point-in-polygon programs'],1967.0,http://link.springer.com/10.1007/BF01934125,Nordbeck and Rystedt (Sum of area),3.0
Preparata and Shamos (Wedge),10.1007/978-1-4612-1098-6,"['Franco P. Preparata', 'Michael Ian Shamos']",2,['Computational Geometry'],1985.0,http://link.springer.com/10.1007/978-1-4612-1098-6,Preparata and Shamos (Wedge),3.0
Saalfeld (Sign of offset),10.1080/02693798708927823,['ALAN SAALFELD'],1,"[""Technical note It doesn't make me nearly as CROSS Some advantages of the point-vector representation of line segments in automated cartography""]",1987.0,http://www.tandfonline.com/doi/abs/10.1080/02693798708927823,Saalfeld (Sign of offset),3.0
Preparata and Shamos (Intersection sum of angle),10.1007/978-1-4612-1098-6,"['Franco P. Preparata', 'Michael Ian Shamos']",2,['Computational Geometry'],1985.0,http://link.springer.com/10.1007/978-1-4612-1098-6,Preparata and Shamos (Intersection sum of angle),3.0
Nordbeck and Rystedt (Orientation),10.1007/BF01934125,"['Stig Nordbeck', 'Bengt Rystedt']",2,['Computer cartography point-in-polygon programs'],1967.0,http://link.springer.com/10.1007/BF01934125,Nordbeck and Rystedt (Orientation),3.0
ASP,10.1109/ICDCS.2004.1281624,"['Jang-Ping Sheu', 'Chih-Min Chao', 'Ching-Wen Sun']",3,['A clock synchronization algorithm for multi-hop wireless ad hoc networks'],2004.0,http://ieeexplore.ieee.org/document/1281624/,ASP,3.0
MATSF,10.1109/TPDS.2007.1116,"['Dong Zhou', 'Ten-Hwang Lai']",2,['An Accurate and Scalable Clock Synchronization Protocol for IEEE 802.11-Based Multihop Ad Hoc Networks'],2007.0,http://ieeexplore.ieee.org/document/4359404/,MATSF,3.0
Mitzenmacher & Upfal,10.1017/cbo9780511813603,"['Michael Mitzenmacher', 'Eli Upfal']",2,['Probability and Computing'],2005.0,https://www.cambridge.org/core/product/identifier/9780511813603/type/book,Mitzenmacher & Upfal,6.0
"Khuller; Raghavachari & Young, ""Greedy Methods""",10.1145/1059876.1059886,"['Jason Cong', 'Joseph R. Shinnerl', 'Min Xie', 'Tim Kong', 'Xin Yuan']",5,['Large-scale circuit placement'],2005.0,https://dl.acm.org/doi/10.1145/1059876.1059886,"Khuller; Raghavachari & Young, ""Greedy Methods""",5.0
Ausiello et al.,10.1007/978-3-642-58412-1,"['Giorgio Ausiello', 'Alberto Marchetti-Spaccamela', 'Pierluigi Crescenzi', 'Giorgio Gambosi', 'Marco Protasi', 'Viggo Kann']",6,['Complexity and Approximation'],1999.0,http://link.springer.com/10.1007/978-3-642-58412-1,Ausiello et al.,6.01
Dunning; Gupta & Silberholz,10.1287/ijoc.2017.0798,"['Iain Dunning', 'Swati Gupta', 'John Silberholz']",3,['What Works Best When? A Systematic Evaluation of Heuristics for Max-Cut and QUBO'],2018.0,https://pubsonline.informs.org/doi/10.1287/ijoc.2017.0798,Dunning; Gupta & Silberholz,6.0
Ruchansky,10.1145/2723372.2749449,"['Natali Ruchansky', 'Francesco Bonchi', 'David García-Soriano', 'Francesco Gullo', 'Nicolas Kourtellis']",5,['The Minimum Wiener Connector Problem'],2015.0,https://dl.acm.org/doi/10.1145/2723372.2749449,Ruchansky,5.01
